# SHOT START
# legend_version=3
# time_base=ms_since_boot
# units: pressure=bar, flow=ml_s, output=percent, derivative=bar_s
# raw_p = raw pressure sensor reading
# flt_p = filtered pressure used by controller
# sp_raw = raw incoming pressure setpoint currently held by the profile engine
# sp_flt = filtered pressure setpoint actually used internally by the controller
# sp_recipe = visual recipe reference; ideal profile target for display/comparison
# sp_ctrl = control reference after internal conditioning; command seen by control logic
# sp_flt_d = derivative of filtered pressure setpoint
# ctrl_out = final controller output command in percent
# pump_duty = internal normalized pressure-branch duty estimate
# pump_flow = estimated pump flow
# coffee_flow = estimated outflow through puck / coffee flow
# u_raw = pressure branch output after clamp and before final slew limiter
# u_applied = pressure branch output after final slew limiter
# u_delta = u_raw - u_applied; limiter intervention magnitude
# limiter_active_up = 1 when rise slew limiter is active
# limiter_active_down = 1 when drop slew limiter is active
# error_integral = integral state of legacy pressure controller
# u_unclamped_raw = controller output before 0..100 clamp
# u_clamped_raw = controller output after 0..100 clamp and before slew limiter
# u_clamp_delta = u_unclamped_raw - u_clamped_raw
# clamp_active_high = 1 when output was clipped by upper clamp
# clamp_active_low = 1 when output was clipped by lower clamp
# u_fb = legacy pressure feedback contribution
# u_ff_hold = static feedforward contribution
# u_ff_dyn = dynamic feedforward contribution
# u_ff_dyn_raw = raw dynamic feedforward request before FF-path LPF and slew limiting
# ff_pressure_w = pressure-window weight applied to dynamic FF
# ff_above_w = above-target suppression weight applied to dynamic FF
# ff_gamma = ramp-dependent gamma multiplier applied to dynamic FF
# u_ff_total = total feedforward contribution
# ramp_hold_active = 1 when the downstream drop-rate hold is active during ramp-up
# drop_rate_active = active downstream output drop-rate cap in percent per second
# mpc_shadow_enabled = 1 when shadow MPC is being computed in parallel
# mpc_u_shadow = total output suggested by shadow MPC; not applied to actuator in shadow stage
# mpc_u_ss = steady-state component suggested by shadow MPC
# mpc_u_trim = corrective trim component suggested by shadow MPC
# mpc_p1_pred = one-step pressure prediction from shadow MPC model
# mpc_pn_pred = terminal pressure prediction at end of shadow MPC horizon
# mpc_qout_est = estimated outflow / load used by shadow MPC model
# mpc_qout_raw = instantaneous outflow / load estimate before shadow-MPC LPF
# mpc_residual = measured minus predicted pressure residual for shadow MPC
# mpc_residual_bias = low-pass residual bias term added to shadow predictions
# mpc_cost = shadow MPC objective value
# power_cmd = floating-point power command sent to pump stage before integer quantization
# power_psm_quantized = integer power actually sent to PSM
# power_quant_residual = sigma-delta residual kept for next quantization step
# tach_period_us = measured time between valid tach pulses in microseconds
# tach_rpm_inst = instantaneous RPM derived from tach_period_us and pulses-per-revolution
# tach_rpm_ema = exponentially filtered published RPM intended for easier visual analysis
# tach_rpm_count_window = RPM derived from ISR-accepted pulse counts over a fixed time window
# tach_rpm_count_window_pcnt_raw = RPM derived from raw PCNT hardware counts over the same window (diagnostic only)
# tach_pcnt_ratio = raw PCNT pulse count divided by ISR-accepted pulse count in the current window
# tach_rpm_pub = RPM value selected for operational use after comparing period and count-window estimates
# tach_quality_ok = 1 when period and count-window RPM agree within tolerance
# tach_rpm_source = 0=none, 1=period branch, 2=count-window fallback
# tach_pulse_count = total number of valid tach pulses seen since the last reset
# tach_glitch_rejects = number of tach edges rejected as implausibly fast glitches or plausibility failures
# tach_pcnt_healthy = 1 when raw PCNT windows have matched ISR-accepted windows for multiple consecutive updates
# tach_timeout = 1 when no recent tach pulse is available and RPM is forced to zero
ms,raw_p,flt_p,sp_raw,sp_flt,sp_recipe,sp_ctrl,sp_flt_d,ctrl_out,pump_duty,pump_flow,coffee_flow,u_raw,u_applied,u_delta,limiter_active_up,limiter_active_down,error_integral,u_unclamped_raw,u_clamped_raw,u_clamp_delta,clamp_active_high,clamp_active_low,u_fb,u_ff_hold,u_ff_dyn,u_ff_dyn_raw,ff_pressure_w,ff_above_w,ff_gamma,u_ff_total,ramp_hold_active,drop_rate_active,mpc_shadow_enabled,mpc_u_shadow,mpc_u_ss,mpc_u_trim,mpc_p1_pred,mpc_pn_pred,mpc_qout_est,mpc_qout_raw,mpc_residual,mpc_residual_bias,mpc_cost,power_cmd,power_psm_quantized,power_quant_residual,tach_period_us,tach_rpm_inst,tach_rpm_ema,tach_rpm_count_window,tach_rpm_count_window_pcnt_raw,tach_pcnt_ratio,tach_rpm_pub,tach_quality_ok,tach_rpm_source,tach_pulse_count,tach_glitch_rejects,tach_pcnt_healthy,tach_timeout
41396,8.967,8.978,9.000,9.000,9.000,9.000,0.000,67.03,0.6703,4.267,4.244,67.03,67.03,0.00,0,0,-3.33872,67.03,67.03,0.00,0,0,67.03,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,66.81,66.68,0.13,8.979,8.983,4.200,4.273,-0.013,-0.000,0.003,67.03,67,0.3517,7112,4218.22,3311.17,3311.41,4280.60,1.293,3311.41,0,2,1328,14178,0,0
41532,8.972,8.979,9.000,9.000,9.000,9.000,0.000,67.05,0.6705,4.264,4.245,67.05,67.05,0.00,0,0,-3.34059,67.05,67.05,0.00,0,0,67.05,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,66.88,66.76,0.12,8.980,8.983,4.211,4.282,-0.009,-0.000,0.003,67.05,67,0.2606,7591,3952.05,3346.21,3370.52,4253.27,1.262,3370.52,0,2,1344,14357,0,0
41673,8.999,8.990,9.000,9.000,9.000,9.000,0.000,66.96,0.6696,4.264,4.246,66.96,66.96,0.00,0,0,-3.34200,66.96,66.96,0.00,0,0,66.96,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,66.83,66.77,0.06,8.990,8.993,4.219,4.192,0.010,0.000,0.001,66.96,67,0.3012,7406,4050.77,3358.07,3370.52,4253.27,1.262,3370.52,0,2,1358,14540,0,0
41805,8.983,8.978,9.000,9.000,9.000,9.000,0.000,67.13,0.6713,4.267,4.247,67.13,67.13,0.00,0,0,-3.34417,67.13,67.13,0.00,0,0,67.13,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,67.20,67.07,0.13,8.978,8.979,4.247,4.289,0.005,-0.000,0.004,67.13,67,-0.2595,7220,4155.12,3343.30,3304.55,4321.34,1.308,3304.55,0,2,1373,14730,0,0
41944,8.985,8.991,9.000,9.000,9.000,9.000,0.000,67.01,0.6701,4.264,4.248,67.01,67.01,0.00,0,0,-3.34504,67.01,67.01,0.00,0,0,67.01,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,66.93,66.87,0.05,8.991,8.994,4.229,4.199,-0.007,0.000,0.001,67.01,67,-0.2325,7914,3790.75,3324.39,3304.55,4321.34,1.308,3304.55,0,2,1388,14926,0,0
42077,8.999,8.997,9.000,9.000,9.000,9.000,0.000,66.95,0.6695,4.261,4.249,66.95,66.95,0.00,0,0,-3.34568,66.95,66.95,0.00,0,0,66.95,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,66.78,66.76,0.01,8.998,9.000,4.218,4.167,0.002,0.000,0.000,66.95,67,-0.2533,7688,3902.19,3314.71,3304.55,4321.34,1.308,3304.55,0,2,1403,15096,0,0
42180,8.972,8.982,9.000,9.000,9.000,9.000,0.000,67.13,0.6713,4.261,4.250,67.13,67.13,0.00,0,0,-3.34637,67.13,67.13,0.00,0,0,67.13,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,67.04,66.93,0.10,8.983,8.984,4.228,4.319,-0.012,-0.001,0.002,67.13,67,-0.1404,8470,3541.91,3304.76,3273.11,4664.18,1.425,3273.11,0,2,1413,15212,0,0
42314,9.015,9.004,9.000,9.000,9.000,9.000,0.000,66.89,0.6689,4.259,4.250,66.89,66.89,0.00,0,0,-3.34710,66.89,66.89,0.00,0,0,66.89,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,66.72,66.75,-0.03,9.005,9.007,4.220,4.126,0.012,0.000,0.001,66.89,67,-0.1002,7376,4067.25,3284.19,3273.11,4664.18,1.425,3273.11,0,2,1429,15387,0,0
42452,9.014,9.003,9.000,9.000,9.000,9.000,0.000,66.91,0.6691,4.255,4.250,66.91,66.91,0.00,0,0,-3.34711,66.91,66.91,0.00,0,0,66.91,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,66.68,66.70,-0.02,9.003,9.005,4.212,4.170,0.012,0.000,0.001,66.91,67,-0.2739,6914,4339.02,3278.78,3273.11,4664.18,1.425,3273.11,0,2,1444,15561,0,0
42586,9.008,9.000,9.000,9.000,9.000,9.000,0.000,66.95,0.6695,4.254,4.251,66.95,66.95,0.00,0,0,-3.34751,66.95,66.95,0.00,0,0,66.95,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,66.79,66.79,-0.00,9.000,9.002,4.222,4.203,0.009,0.000,0.000,66.95,67,-0.2730,7315,4101.16,3314.06,3378.80,4585.51,1.357,3378.80,0,2,1461,15730,0,0
42688,9.006,8.999,9.000,9.000,9.000,9.000,0.000,66.96,0.6696,4.254,4.251,66.96,66.96,0.00,0,0,-3.34780,66.96,66.96,0.00,0,0,66.96,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,66.84,66.83,0.00,8.999,9.000,4.227,4.212,0.008,-0.000,0.000,66.96,67,-0.2521,10207,2939.16,3337.36,3378.80,4585.51,1.357,3378.80,0,2,1471,15842,0,0
42825,9.005,8.999,9.000,9.000,9.000,9.000,0.000,66.98,0.6698,4.254,4.251,66.98,66.98,0.00,0,0,-3.34838,66.98,66.98,0.00,0,0,66.98,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,66.91,66.91,0.00,8.999,9.000,4.236,4.208,0.007,0.000,0.000,66.98,67,-0.1307,7950,3773.58,3357.58,3378.80,4585.51,1.357,3378.80,0,2,1486,16030,0,0
42962,8.995,8.996,9.000,9.000,9.000,9.000,0.000,67.03,0.6703,4.254,4.251,67.03,67.03,0.00,0,0,-3.34891,67.03,67.03,0.00,0,0,67.03,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,66.99,66.96,0.02,8.996,8.997,4.240,4.248,-0.001,-0.000,0.000,67.03,67,-0.0260,6809,4405.93,3335.68,3302.10,4510.19,1.366,3302.10,0,2,1501,16215,0,0
43095,8.993,8.996,9.000,9.000,9.000,9.000,0.000,67.02,0.6702,4.252,4.251,67.02,67.02,0.00,0,0,-3.34888,67.02,67.02,0.00,0,0,67.02,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,66.94,66.92,0.02,8.996,8.997,4.234,4.259,-0.004,-0.000,0.000,67.02,67,-0.1087,7217,4156.85,3328.17,3302.10,4510.19,1.366,3302.10,0,2,1516,16387,0,0
43198,9.000,9.004,9.000,9.000,9.000,9.000,0.000,66.93,0.6693,4.250,4.251,66.93,66.93,0.00,0,0,-3.34854,66.93,66.93,0.00,0,0,66.93,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,66.77,66.79,-0.02,9.004,9.006,4.224,4.205,-0.005,0.000,0.001,66.93,67,-0.2972,6893,4352.24,3318.79,3302.10,4510.19,1.366,3302.10,0,2,1528,16520,0,0
43298,8.995,9.001,9.000,9.000,9.000,9.000,0.000,66.95,0.6695,4.248,4.251,66.95,66.95,0.00,0,0,-3.34828,66.95,66.95,0.00,0,0,66.95,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,66.78,66.78,-0.01,9.001,9.003,4.221,4.242,-0.007,0.000,0.000,66.95,67,-0.4636,7283,4119.18,3347.26,3474.50,4974.85,1.432,3474.50,0,2,1540,16643,0,0
43435,8.994,8.994,9.000,9.000,9.000,9.000,0.000,67.05,0.6705,4.249,4.250,67.05,67.05,0.00,0,0,-3.34878,67.05,67.05,0.00,0,0,67.05,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,67.05,67.01,0.04,8.994,8.993,4.245,4.295,-0.000,-0.000,0.000,67.05,67,-0.3949,6709,4471.61,3422.38,3474.50,4974.85,1.432,3474.50,0,2,1555,16856,0,0
43569,8.991,8.991,9.000,9.000,9.000,9.000,0.000,67.12,0.6712,4.255,4.250,67.12,67.12,0.00,0,0,-3.35060,67.12,67.12,0.00,0,0,67.12,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,67.29,67.23,0.06,8.990,8.989,4.270,4.288,0.000,-0.000,0.001,67.12,67,0.2626,7814,3839.26,3478.38,3474.50,4974.85,1.432,3474.50,0,2,1571,17042,0,0
43707,9.034,9.017,9.000,9.000,9.000,9.000,0.000,66.80,0.6680,4.251,4.251,66.80,66.80,0.00,0,0,-3.35011,66.80,66.80,0.00,0,0,66.80,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,66.70,66.81,-0.11,9.018,9.020,4.236,4.058,0.018,0.001,0.003,66.80,67,0.0967,6772,4430.01,3457.38,3421.42,4969.21,1.452,3421.42,0,2,1587,17233,0,0
43844,9.022,9.011,9.000,9.000,9.000,9.000,0.000,66.87,0.6687,4.248,4.250,66.87,66.87,0.00,0,0,-3.34966,66.87,66.87,0.00,0,0,66.87,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,66.70,66.77,-0.07,9.011,9.013,4.225,4.150,0.013,0.001,0.002,66.87,67,-0.0848,7003,4283.88,3439.83,3421.42,4969.21,1.452,3421.42,0,2,1602,17414,0,0
43982,9.003,9.009,9.000,9.000,9.000,9.000,0.000,66.87,0.6687,4.245,4.250,66.87,66.87,0.00,0,0,-3.34886,66.87,66.87,0.00,0,0,66.87,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,66.62,66.68,-0.06,9.009,9.011,4.212,4.195,-0.007,0.000,0.002,66.87,67,-0.4414,7656,3918.50,3410.21,3421.42,4969.21,1.452,3421.42,0,2,1617,17620,0,0
44115,9.014,9.013,9.000,9.000,9.000,9.000,0.000,66.80,0.6680,4.240,4.249,66.80,66.80,0.00,0,0,-3.34766,66.80,66.80,0.00,0,0,66.80,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,66.47,66.55,-0.08,9.014,9.016,4.200,4.178,0.001,0.000,0.003,66.80,67,-0.0246,7422,4042.04,3279.83,3143.04,4754.86,1.513,3143.04,0,2,1631,17814,0,0
44255,9.012,9.006,9.000,9.000,9.000,9.000,0.000,66.88,0.6688,4.239,4.248,66.88,66.88,0.00,0,0,-3.34721,66.88,66.88,0.00,0,0,66.88,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,66.68,66.72,-0.03,9.006,9.006,4.217,4.245,0.006,-0.000,0.001,66.88,67,-0.3614,7449,4027.39,3213.08,3143.04,4754.86,1.513,3143.04,0,2,1646,17967,0,0
44388,9.016,9.007,9.000,9.000,9.000,9.000,0.000,66.85,0.6685,4.239,4.248,66.85,66.85,0.00,0,0,-3.34676,66.85,66.85,0.00,0,0,66.85,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,66.72,66.76,-0.05,9.008,9.008,4.226,4.219,0.009,0.000,0.001,66.85,67,0.2789,6825,4395.60,3231.95,3427.72,4370.34,1.275,3427.72,0,2,1661,18157,0,0
44490,9.026,9.018,9.000,9.000,9.000,9.000,0.000,66.70,0.6670,4.235,4.247,66.70,66.70,0.00,0,0,-3.34567,66.70,66.70,0.00,0,0,66.70,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,66.48,66.59,-0.11,9.018,9.019,4.213,4.131,0.009,0.000,0.003,66.70,67,-0.3738,8441,3554.08,3352.76,3427.72,4370.34,1.275,3554.08,1,1,1671,18289,0,0
44628,9.022,9.012,9.000,9.000,9.000,9.000,0.000,66.76,0.6676,4.234,4.246,66.76,66.76,0.00,0,0,-3.34500,66.76,66.76,0.00,0,0,66.76,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,66.59,66.66,-0.07,9.012,9.012,4.219,4.190,0.011,0.000,0.002,66.76,67,0.0776,7016,4275.94,3389.34,3427.72,4370.34,1.275,3427.72,0,2,1687,18487,0,0
44728,9.019,9.013,9.000,9.000,9.000,9.000,0.000,66.73,0.6673,4.232,4.245,66.73,66.73,0.00,0,0,-3.34439,66.73,66.73,0.00,0,0,66.73,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,66.56,66.64,-0.08,9.013,9.014,4.217,4.182,0.006,0.000,0.002,66.73,67,-0.3751,7808,3842.21,3403.16,3427.72,4370.34,1.275,3427.72,0,2,1697,18637,0,0
44865,9.018,9.012,9.000,9.000,9.000,9.000,0.000,66.74,0.6674,4.231,4.244,66.74,66.74,0.00,0,0,-3.34368,66.74,66.74,0.00,0,0,66.74,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,66.60,66.67,-0.07,9.012,9.012,4.221,4.195,0.007,0.000,0.001,66.74,67,-0.0129,7067,4245.08,3287.48,3166.12,4749.17,1.500,3166.12,0,2,1713,18828,0,0
45004,9.015,9.014,9.000,9.000,9.000,9.000,0.000,66.69,0.6669,4.229,4.243,66.69,66.69,0.00,0,0,-3.34266,66.69,66.69,0.00,0,0,66.69,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,66.52,66.60,-0.08,9.014,9.013,4.215,4.184,0.002,0.000,0.002,66.69,67,0.1756,8311,3609.67,3228.25,3166.12,4749.17,1.500,3166.12,0,2,1729,19024,0,0
45137,8.989,9.000,9.000,9.000,9.000,9.000,0.000,66.82,0.6682,4.227,4.242,66.82,66.82,0.00,0,0,-3.34144,66.82,66.82,0.00,0,0,66.82,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,66.71,66.71,-0.00,9.000,8.999,4.221,4.317,-0.013,-0.000,0.000,66.82,67,0.0408,7444,4030.09,3191.57,3166.12,4749.17,1.500,3166.12,0,2,1744,19185,0,0
45238,8.998,8.998,9.000,9.000,9.000,9.000,0.000,66.86,0.6686,4.233,4.240,66.86,66.86,0.00,0,0,-3.34172,66.86,66.86,0.00,0,0,66.86,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,67.02,67.00,0.02,8.997,8.994,4.259,4.273,0.001,-0.000,0.000,66.86,67,-0.0366,6240,4807.69,3346.44,3387.53,4713.09,1.391,3387.53,0,2,1760,19392,0,0
45340,9.010,9.008,9.000,9.000,9.000,9.000,0.000,66.73,0.6673,4.232,4.239,66.73,66.73,0.00,0,0,-3.34130,66.73,66.73,0.00,0,0,66.73,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,66.78,66.83,-0.05,9.008,9.006,4.245,4.183,0.002,-0.000,0.000,66.73,66,0.4577,9807,3059.04,3361.23,3387.53,4713.09,1.391,3387.53,0,2,1765,19431,0,0
45474,8.990,8.999,9.000,9.000,9.000,9.000,0.000,66.83,0.6683,4.232,4.239,66.83,66.83,0.00,0,0,-3.34101,66.83,66.83,0.00,0,0,66.83,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,66.87,66.86,0.01,8.999,8.997,4.242,4.275,-0.009,-0.000,0.000,66.83,67,-0.1891,8607,3485.53,3393.67,3387.53,4713.09,1.391,3485.53,1,1,1779,19616,0,0
45575,9.007,9.006,9.000,9.000,9.000,9.000,0.000,66.74,0.6674,4.231,4.238,66.74,66.74,0.00,0,0,-3.34067,66.74,66.74,0.00,0,0,66.74,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,66.73,66.77,-0.04,9.006,9.005,4.235,4.206,0.001,-0.000,0.000,66.74,66,0.3082,6407,4682.38,3359.48,3227.66,4723.41,1.463,3227.66,0,2,1790,19737,0,0
45709,9.006,9.006,9.000,9.000,9.000,9.000,0.000,66.72,0.6672,4.229,4.237,66.72,66.72,0.00,0,0,-3.33984,66.72,66.72,0.00,0,0,66.72,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,66.66,66.70,-0.04,9.006,9.005,4.227,4.213,0.000,-0.000,0.000,66.72,67,0.0045,6949,4317.17,3262.14,3227.66,4723.41,1.463,3227.66,0,2,1804,19901,0,0
45850,9.004,9.007,9.000,9.000,9.000,9.000,0.000,66.69,0.6669,4.227,4.236,66.69,66.69,0.00,0,0,-3.33883,66.69,66.69,0.00,0,0,66.69,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,66.57,66.62,-0.04,9.007,9.006,4.218,4.218,-0.003,-0.000,0.000,66.69,67,-0.2476,6760,4437.87,3241.78,3227.66,4723.41,1.463,3227.66,0,2,1820,20063,0,0
45983,9.012,9.010,9.000,9.000,9.000,9.000,0.000,66.64,0.6664,4.224,4.236,66.64,66.64,0.00,0,0,-3.33785,66.64,66.64,0.00,0,0,66.64,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,66.48,66.54,-0.06,9.010,9.009,4.210,4.203,0.003,-0.000,0.001,66.64,67,-0.3413,7076,4239.68,3245.54,3257.24,4723.00,1.450,3257.24,0,2,1835,20252,0,0
46085,9.011,9.009,9.000,9.000,9.000,9.000,0.000,66.64,0.6664,4.224,4.235,66.64,66.64,0.00,0,0,-3.33739,66.64,66.64,0.00,0,0,66.64,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,66.50,66.56,-0.05,9.009,9.007,4.213,4.211,0.003,-0.000,0.001,66.64,67,-0.0213,7022,4272.29,3249.75,3257.24,4723.00,1.450,3257.24,0,2,1847,20382,0,0
46219,9.017,9.015,9.000,9.000,9.000,9.000,0.000,66.54,0.6654,4.220,4.234,66.54,66.54,0.00,0,0,-3.33579,66.54,66.54,0.00,0,0,66.54,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,66.32,66.41,-0.09,9.015,9.014,4.200,4.172,0.002,-0.000,0.002,66.54,66,0.2715,7310,4103.97,3254.17,3257.24,4723.00,1.450,3257.24,0,2,1863,20533,0,0
46320,9.012,9.009,9.000,9.000,9.000,9.000,0.000,66.60,0.6660,4.219,4.233,66.60,66.60,0.00,0,0,-3.33533,66.60,66.60,0.00,0,0,66.60,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,66.45,66.50,-0.05,9.009,9.007,4.208,4.223,0.003,-0.000,0.001,66.60,67,-0.4882,7658,3917.47,3289.49,3428.33,4544.52,1.326,3428.33,0,2,1873,20645,0,0
46456,9.014,9.010,9.000,9.000,9.000,9.000,0.000,66.57,0.6657,4.218,4.232,66.57,66.57,0.00,0,0,-3.33452,66.57,66.57,0.00,0,0,66.57,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,66.44,66.50,-0.06,9.010,9.008,4.211,4.205,0.005,-0.000,0.001,66.57,66,0.2826,6775,4428.04,3357.24,3428.33,4544.52,1.326,3428.33,0,2,1888,20844,0,0
46558,9.017,9.013,9.000,9.000,9.000,9.000,0.000,66.50,0.6650,4.215,4.230,66.50,66.50,0.00,0,0,-3.33270,66.50,66.50,0.00,0,0,66.50,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,66.37,66.45,-0.08,9.013,9.012,4.209,4.179,0.004,0.000,0.001,66.50,67,-0.4035,8344,3595.40,3443.11,3428.33,4544.52,1.326,3595.40,1,1,1898,20946,0,0
46693,9.021,9.014,9.000,9.000,9.000,9.000,0.000,66.47,0.6647,4.213,4.228,66.47,66.47,0.00,0,0,-3.33162,66.47,66.47,0.00,0,0,66.47,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,66.32,66.40,-0.08,9.014,9.013,4.205,4.175,0.008,0.000,0.002,66.47,66,0.0935,7171,4183.52,3447.49,3382.65,5235.05,1.548,3382.65,0,2,1915,21144,0,0
46798,9.014,9.014,9.000,9.000,9.000,9.000,0.000,66.43,0.6643,4.209,4.226,66.43,66.43,0.00,0,0,-3.32959,66.43,66.43,0.00,0,0,66.43,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,66.25,66.33,-0.08,9.013,9.013,4.197,4.190,0.000,0.000,0.002,66.43,66,0.3458,7046,4257.73,3403.90,3382.65,5235.05,1.548,3382.65,0,2,1926,21286,0,0
46936,9.018,9.010,9.000,9.000,9.000,9.000,0.000,66.46,0.6646,4.209,4.225,66.46,66.46,0.00,0,0,-3.32889,66.46,66.46,0.00,0,0,66.46,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,66.37,66.43,-0.06,9.010,9.009,4.209,4.210,0.009,-0.000,0.001,66.46,67,-0.1802,7321,4097.80,3393.53,3382.65,5235.05,1.548,3382.65,0,2,1943,21476,0,0
47076,9.018,9.015,9.000,9.000,9.000,9.000,0.000,66.37,0.6637,4.207,4.223,66.37,66.37,0.00,0,0,-3.32750,66.37,66.37,0.00,0,0,66.37,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,66.24,66.33,-0.09,9.015,9.015,4.202,4.162,0.003,0.000,0.002,66.37,67,-0.4754,7371,4070.00,3414.26,3407.33,4516.69,1.326,3407.33,0,2,1958,21670,0,0
47210,9.010,9.010,9.000,9.000,9.000,9.000,0.000,66.41,0.6641,4.206,4.221,66.41,66.41,0.00,0,0,-3.32612,66.41,66.41,0.00,0,0,66.41,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,66.32,66.38,-0.06,9.010,9.009,4.207,4.205,0.000,0.000,0.001,66.41,67,-0.3428,8175,3669.72,3398.21,3407.33,4516.69,1.326,3407.33,0,2,1973,21848,0,0
47310,9.018,9.017,9.000,9.000,9.000,9.000,0.000,66.29,0.6629,4.202,4.220,66.29,66.29,0.00,0,0,-3.32469,66.29,66.29,0.00,0,0,66.29,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,66.10,66.21,-0.11,9.017,9.018,4.191,4.147,0.000,0.000,0.003,66.29,67,-0.3855,7688,3902.19,3425.67,3407.33,4516.69,1.326,3407.33,0,2,1988,22026,0,0
47445,9.019,9.014,9.000,9.000,9.000,9.000,0.000,66.31,0.6631,4.202,4.219,66.31,66.31,0.00,0,0,-3.32381,66.31,66.31,0.00,0,0,66.31,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,66.17,66.26,-0.09,9.014,9.014,4.197,4.168,0.005,0.000,0.002,66.31,67,-0.2767,8374,3582.52,3373.04,3166.58,4222.10,1.333,3166.58,0,2,1997,22133,0,0
47585,9.008,9.008,9.000,9.000,9.000,9.000,0.000,66.37,0.6637,4.202,4.218,66.37,66.37,0.00,0,0,-3.32317,66.37,66.37,0.00,0,0,66.37,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,66.31,66.35,-0.05,9.008,9.007,4.206,4.215,-0.001,-0.000,0.000,66.37,66,-0.1238,6654,4508.57,3272.28,3166.58,4222.10,1.333,3166.58,0,2,2012,22330,0,0
47718,9.000,9.005,9.000,9.000,9.000,9.000,0.000,66.35,0.6635,4.199,4.214,66.35,66.35,0.00,0,0,-3.32056,66.35,66.35,0.00,0,0,66.35,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,66.29,66.32,-0.03,9.005,9.004,4.202,4.246,-0.006,-0.000,0.000,66.35,66,0.3130,8210,3654.08,3184.31,3166.58,4222.10,1.333,3166.58,0,2,2027,22501,0,0
47820,9.017,9.013,9.000,9.000,9.000,9.000,0.000,66.24,0.6624,4.198,4.213,66.24,66.24,0.00,0,0,-3.31986,66.24,66.24,0.00,0,0,66.24,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,66.14,66.22,-0.08,9.013,9.013,4.197,4.164,0.004,0.000,0.002,66.24,66,-0.1580,7813,3839.75,3167.98,3116.85,4155.80,1.333,3116.85,0,2,2036,22608,0,0
